RS_ID;time;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;svelX_insect;svelY_insect;svelZ_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;
8821;98.153208;448;67.4286;9.31091;2.98541;0.0479007;448;67;0;80;1;-0.0962298;-0.584106;-2.36151;-0.100489;-0.56276;-2.32979;0.110681;-1.16782;-1.47754;1.54074;-0.985823;2.17591;0.016039;
8822;98.164334;448.333;68.3333;9.2112;2.76395;0.0749121;447;69;0;81;1;-0.0990817;-0.5944;-2.38418;-0.100179;-0.576561;-2.3538;0.0869515;-1.13671;-1.54798;0.118758;-2.00331;-9.01468;0.0150099;
8823;98.175461;448.667;70.5;9.2201;3.90882;0.147858;447;69;0;82;1;-0.100794;-0.603328;-2.37495;-0.0993634;-0.589572;-2.37018;0.0464209;-1.0812;-1.27395;0.0380865;-1.35419;-4.62993;0.0212067;
8824;98.186588;447.429;72;9.06427;2.98541;0.0408974;448;72;0;83;1;-0.0956946;-0.620391;-2.41091;-0.0979502;-0.600556;-2.38289;0.0822139;-1.11597;-1.4104;0.615402;1.17423;1.56036;0.0164754;
8825;98.197714;447.6;74;8.89274;3.56825;0.0866408;447;73;0;84;1;-0.0985049;-0.641451;-2.45079;-0.0985189;-0.614892;-2.40521;0.0543029;-1.22943;-1.74408;-1.2667;-1.38442;-5.98966;0.0200717;
8826;98.208841;447.4;74.6;8.73462;3.56825;0.0568397;447;75;0;85;1;-0.0991426;-0.655841;-2.49313;-0.0985342;-0.630253;-2.43245;0.0285318;-1.28445;-2.14489;-1.31252;-3.31972;-13.4119;0.0204351;
8827;98.219967;447.25;76.5;8.64913;3.19154;0.0369952;447;76;0;86;1;-0.099255;-0.671205;-2.5113;-0.0981493;-0.647222;-2.46654;0.0129533;-1.3195;-2.24527;-0.751954;-5.35428;-21.8245;0.0184583;
8828;98.231093;447;77;8.57272;2.25676;0.0392666;447;77;0;87;1;-0.098681;-0.679547;-2.53197;-0.0988959;-0.662011;-2.4968;0.0114435;-1.2613;-2.23731;-1.59013;-3.26547;-18.5795;0.0131683;
8829;98.242220;447.429;78;8.51025;2.98541;0.0676425;446;78;0;88;1;-0.101924;-0.689286;-2.5471;-0.0997508;-0.67397;-2.52088;-0.0278185;-1.18801;-2.12202;-1.8451;0.930575;-8.49149;0.017548;
8830;98.253347;448;80;8.51083;1.12838;0.178892;447;79;0;89;1;-0.105276;-0.698741;-2.54;-0.101284;-0.684695;-2.5326;-0.0789203;-1.11459;-1.72239;-2.41432;3.81655;9.49302;0.00663201;
8831;98.264473;448;79;8.50216;2.76395;0.0957055;448;81;0;90;1;-0.105383;-0.694698;-2.54606;-0.102816;-0.690568;-2.54128;-0.0912032;-0.895722;-1.40695;-2.34026;9.52188;18.8365;0.0162617;
8832;98.275600;450;80;8.69073;1.12838;0.209015;448;79;0;91;1;-0.114609;-0.684277;-2.48743;-0.106798;-0.69175;-2.53015;-0.190393;-0.57157;-0.425027;-4.53489;15.4972;40.7189;0.00649472;
8833;98.286726;450;79.4286;8.43293;2.98541;0.0355386;450;80;0;92;1;-0.118112;-0.702455;-2.56546;-0.110845;-0.695043;-2.53474;-0.247266;-0.573108;-0.859646;-4.9307;13.816;28.3626;0.0177088;
8834;98.297852;452.25;79.75;7.90651;3.19154;0.122763;450;80;0;93;1;-0.140211;-0.750869;-2.73508;-0.119579;-0.708075;-2.58351;-0.492576;-1.05566;-2.87407;-9.29445;1.32338;-25.8798;0.0201921;
8835;98.308979;453;79;7.79672;2.25676;0.0875756;452;80;0;94;1;-0.146998;-0.757553;-2.77642;-0.129982;-0.723789;-2.6411;-0.608916;-1.19705;-3.81392;-11.6323;-6.77099;-54.0836;0.014479;
8836;98.320106;455.75;78.25;7.69958;3.19154;0.16176;453;79;0;95;1;-0.166718;-0.763172;-2.81432;-0.14301;-0.743513;-2.72282;-0.805407;-1.16721;-4.15033;-13.8188;-13.3835;-83.7038;0.0207347;
8837;98.331232;457;77;7.79602;2.25676;0.0838914;456;78;0;96;1;-0.172676;-0.747248;-2.78423;-0.156651;-0.754711;-2.77751;-0.852184;-0.823447;-3.41498;-13.5919;-5.62453;-57.4146;0.0144803;
8838;98.342359;459.429;76;7.65587;2.98541;0.0933957;458;76;0;97;1;-0.191705;-0.755646;-2.83904;-0.169524;-0.755905;-2.8035;-0.980945;-0.672607;-3.30382;-10.9729;8.6072;-9.65429;0.0195063;
8839;98.353485;461;75;7.87883;2.25676;0.0621517;460;75;0;98;1;-0.196257;-0.72913;-2.76244;-0.181839;-0.748799;-2.80001;-0.961223;-0.220507;-1.95833;-7.91592;21.9422;41.6943;0.0143281;
8840;98.364611;463.333;72.2222;7.73011;3.38514;0.146008;462;74;0;99;1;-0.215133;-0.728629;-2.82617;-0.193943;-0.740163;-2.80297;-1.04685;0.000206093;-1.8831;-5.42494;26.2311;50.9435;0.0219056;
8841;98.375739;465;71;7.72806;2.25676;0.0195739;465;71;0;100;1;-0.225977;-0.722427;-2.83158;-0.207268;-0.733958;-2.81481;-1.07303;0.162488;-1.67378;-4.96195;22.1528;39.1231;0.0146076;
8842;98.386865;466;69.4286;7.74379;2.98541;0.0391854;466;69;0;101;1;-0.231978;-0.712754;-2.8318;-0.217336;-0.723235;-2.813;-1.01577;0.319719;-1.37635;-0.782471;22.2968;43.309;0.0192848;
8843;98.397991;467;67;7.59804;2.25676;0.0757552;467;68;0;102;1;-0.243012;-0.713503;-2.89554;-0.229025;-0.719328;-2.84627;-0.989039;0.335327;-1.80857;-0.624925;12.489;3.36475;0.0148576;
8844;98.409118;470;64.5714;7.56276;2.98541;0.114715;468;65;0;103;1;-0.263988;-0.703847;-2.9185;-0.241239;-0.713133;-2.86935;-1.09229;0.409698;-2.01971;-1.02064;9.20068;-3.06951;0.0197464;
8845;98.420244;471;63;7.55162;2.25676;0.0715105;471;62;0;104;1;-0.271002;-0.696471;-2.92893;-0.252495;-0.706644;-2.89369;-1.07604;0.472729;-1.96898;-0.067457;6.97092;-6.63235;0.0149489;
8846;98.431370;472;60.5714;7.56063;2.98541;0.0348278;472;61;0;105;1;-0.277295;-0.682653;-2.9349;-0.263824;-0.699119;-2.91947;-1.00422;0.596888;-1.76531;0.259736;6.22772;-8.73913;0.019752;
8847;98.442497;472.667;57.3333;7.52043;1.95441;0.075544;473;58;0;106;1;-0.283212;-0.668893;-2.96327;-0.273874;-0.687966;-2.9364;-0.914275;0.729801;-1.78118;1.67994;8.86325;0.615927;0.0129998;
8848;98.453624;473;56;7.52923;2.76395;0.0768801;474;55;0;107;1;-0.285095;-0.660951;-2.96503;-0.279151;-0.677242;-2.94804;-0.782082;0.782688;-1.58064;6.97002;8.38064;9.86576;0.018363;
8849;98.464750;473.667;52.3333;7.51179;2.76395;0.0444932;474;53;0;108;1;-0.290197;-0.642749;-2.98629;-0.28395;-0.663812;-2.96237;-0.686178;0.913385;-1.53988;8.7599;9.90109;9.64179;0.0184056;
8850;98.475877;474;50.5714;7.50581;2.98541;0.04301;474;50;0;109;1;-0.292649;-0.633769;-2.99558;-0.287788;-0.651591;-2.97754;-0.587135;0.953828;-1.43312;9.37139;8.01997;7.46393;0.0198963;
8851;98.487003;473.429;48;7.44911;2.98541;0.0448967;474;48;0;110;1;-0.291039;-0.624635;-3.02854;-0.289745;-0.640526;-2.99386;-0.452859;0.953592;-1.58412;10.3676;5.02844;4.4275;0.0200477;
8852;98.498129;473;47;7.47289;2.25676;0.122001;473;45;0;111;1;-0.287245;-0.617237;-3.02285;-0.290282;-0.629598;-3.00831;-0.296101;0.916677;-1.37919;10.9197;3.01062;4.52643;0.0151064;
8853;98.509255;472.25;43.75;7.47011;3.19154;0.064142;473;44;0;112;1;-0.282329;-0.599875;-3.03678;-0.288316;-0.618879;-3.02094;-0.137199;0.983537;-1.27835;12.3351;1.57619;5.87623;0.0213717;
8854;98.520382;471;43;7.35316;2.25676;0.13475;472;41;0;113;1;-0.278316;-0.605293;-3.08809;-0.284732;-0.61176;-3.04407;-0.00802991;0.823617;-1.66176;13.0121;-2.92556;-5.13681;0.0153524;
8855;98.531508;470;40;7.38014;3.38514;0.0309161;470;40;0;114;1;-0.270521;-0.586643;-3.08877;-0.279603;-0.602262;-3.05913;0.135745;0.86627;-1.61605;13.2255;-1.96185;-0.716681;0.0229443;
8856;98.542635;468;38.5714;7.44668;2.98541;0.103262;469;37;0;115;1;-0.254668;-0.573644;-3.06682;-0.271459;-0.591364;-3.07012;0.359577;0.922426;-1.13937;14.7325;0.129431;5.38908;0.0200542;
8857;98.553762;466.4;37;7.42971;3.56825;0.0905576;467;36;0;116;1;-0.244478;-0.566403;-3.08006;-0.261996;-0.582996;-3.08094;0.523026;0.91098;-0.948787;14.8343;-1.63004;7.40521;0.0240242;
8858;98.564888;463.667;36.3333;7.43402;2.76395;0.100899;465;35;0;117;1;-0.225944;-0.562448;-3.08091;-0.248903;-0.572284;-3.07914;0.736337;0.835393;-0.758777;16.7251;0.264633;20.2891;0.0185982;
8859;98.576014;461.75;35.75;7.40637;3.19154;0.0997415;462;34;0;118;1;-0.213842;-0.561364;-3.09473;-0.234733;-0.565964;-3.08063;0.869301;0.710032;-0.741945;16.4822;-3.51055;19.6402;0.0215556;
8860;98.587142;459;34;7.20307;2.76395;0.0584367;460;34;0;119;1;-0.20078;-0.567384;-3.18923;-0.221261;-0.564399;-3.11123;0.9631;0.498644;-1.72363;13.5602;-9.52169;-13.1265;0.0191945;
8861;98.598268;457;34;7.32297;3.19154;0.117617;457;32;0;120;1;-0.183831;-0.558094;-3.13701;-0.206099;-0.562322;-3.12547;1.07333;0.454189;-1.31082;12.3648;-10.2634;-8.13276;0.0218011;
8862;98.609394;453.429;34;7.3838;2.98541;0.128435;455;32;0;121;1;-0.158121;-0.553496;-3.11117;-0.189144;-0.560084;-3.13304;1.27671;0.430589;-0.676772;12.1417;-9.09529;1.84455;0.020225;
8863;98.620521;451.333;34.6667;7.45039;1.95441;0.138866;451;33;0;122;1;-0.142641;-0.552168;-3.08073;-0.171343;-0.557785;-3.12954;1.37537;0.381147;0.0205356;11.3707;-7.38935;17.1331;0.013122;
8864;98.631647;448;34;7.37522;3.38514;0.0190985;448;34;0;123;1;-0.121486;-0.55414;-3.11479;-0.15152;-0.554474;-3.11093;1.48323;0.289483;-0.0843721;11.6868;-4.69963;36.8319;0.0229596;
8865;98.642774;445;35;7.22314;2.25676;0.136058;445;33;0;124;1;-0.103268;-0.571405;-3.1763;-0.131379;-0.557802;-3.12075;1.54747;0.0167498;-0.822059;10.6535;-9.8289;10.9808;0.0156287;
8866;98.653901;442.222;34.6667;7.3689;3.38514;0.0567446;442;34;0;125;1;-0.082369;-0.558274;-3.1148;-0.112441;-0.558996;-3.12166;1.6162;0.0524325;-0.317131;7.62784;-8.49694;8.07856;0.0229793;
8867;98.665027;439.667;35.6667;7.32572;2.76395;0.0976641;439;34;0;126;1;-0.0654043;-0.567084;-3.12914;-0.0931319;-0.562726;-3.13376;1.63294;-0.0405113;-0.232405;5.78735;-9.47449;-5.68441;0.0188731;
8868;98.676153;436.571;36;7.27869;2.98541;0.0627691;436;35;0;127;1;-0.0445551;-0.5726;-3.14801;-0.0738991;-0.56734;-3.14206;1.67059;-0.136985;-0.384063;4.20976;-9.58258;-6.73486;0.0205171;
8869;98.687281;432.667;35.7778;7.31061;3.38514;0.0399154;433;36;0;128;1;-0.0176423;-0.56887;-3.13516;-0.0524927;-0.566707;-3.13178;1.78157;-0.116632;-0.250436;5.2597;-2.99713;12.8428;0.0231626;
8870;98.698407;430;37;7.44432;2.76395;0.118053;429;35;0;129;1;0.000593251;-0.565291;-3.07401;-0.0317521;-0.568461;-3.12158;1.80924;-0.0523161;0.537692;4.33729;-2.35368;19.2072;0.0185725;
8871;98.709533;426;36.5714;7.33998;2.98541;0.024812;426;37;0;130;1;0.0278619;-0.570966;-3.11943;-0.00843559;-0.569431;-3.11915;1.90251;-0.084113;0.274195;6.05694;-0.979743;11.3827;0.0203457;
8872;98.720660;422.333;37.6667;7.52311;2.76395;0.0903438;422;36;0;131;1;0.0515639;-0.562954;-3.03921;0.0155942;-0.56702;-3.09195;1.97009;0.00531457;1.04989;6.72922;3.19718;32.2184;0.0183779;
8873;98.731786;419;36.4;7.34892;3.56825;0.121758;418;38;0;132;1;0.0754754;-0.569328;-3.11632;0.0388736;-0.567134;-3.08724;2.02085;-0.0314858;0.35249;5.37648;1.91302;13.5459;0.0242883;
8874;98.742913;414.8;37.6;7.46036;2.52313;0.103209;415;36;0;133;1;0.102509;-0.567327;-3.06503;0.0643527;-0.567644;-3.085;2.09399;-0.0197366;0.607305;6.39793;0.731869;1.56266;0.0169178;
8875;98.754040;412;36;7.39347;3.38514;0.0883847;411;37;0;134;1;0.122381;-0.56371;-3.09914;0.0879824;-0.56583;-3.07992;2.08491;0.0290985;0.244203;4.09812;2.54353;-0.674684;0.022903;
8876;98.765166;407.778;36.6667;7.37849;3.38514;0.0481175;408;36;0;135;1;0.151254;-0.568508;-3.10277;0.112905;-0.567218;-3.09582;2.14622;-0.00943608;0.0213595;3.95765;-0.331532;-23.1099;0.0229495;
8877;98.776292;404;35.4286;7.25107;2.98541;0.0312856;404;36;0;136;1;0.179973;-0.571594;-3.16232;0.139029;-0.567785;-3.10731;2.22705;-0.0595304;-0.756136;4.63332;-0.630266;-24.9099;0.0205952;
8878;98.787419;400.667;35.3333;7.39191;1.95441;0.0955575;400;35;0;137;1;0.199102;-0.560183;-3.10245;0.163177;-0.565998;-3.11667;2.19567;0.0581656;-0.294721;2.28481;1.75007;-20.2686;0.0132258;
8879;98.798545;396.25;33.75;7.40652;3.19154;0.0818759;397;35;0;138;1;0.228538;-0.550433;-3.10262;0.189717;-0.562679;-3.11754;2.24009;0.211152;-0.0684291;3.48707;4.09039;-7.02596;0.0215551;
8880;98.809672;393;34;7.44069;1.59577;0.145213;392;33;0;139;1;0.249338;-0.549265;-3.08739;0.214238;-0.557868;-3.11369;2.21118;0.260842;0.208479;1.45958;6.07274;4.2032;0.010728;
8881;98.820799;389;31;7.43072;3.90882;0.139859;389;33;0;140;1;0.276599;-0.533677;-3.10341;0.238394;-0.548389;-3.09897;2.22969;0.426791;0.112577;0.0592301;10.9268;19.5188;0.0263135;
8882;98.831925;384.571;32;7.26732;2.98541;0.104776;385;30;0;141;1;0.313301;-0.55124;-3.16914;0.266944;-0.546153;-3.11564;2.37369;0.239592;-0.694891;4.00006;4.07622;-8.99139;0.0205492;
8883;98.843051;381.75;28.25;7.33665;3.19154;0.172884;380;31;0;142;1;0.329578;-0.525364;-3.15425;0.292204;-0.539886;-3.12855;2.31703;0.428306;-0.76924;1.72866;4.87901;-15.7466;0.0217604;
8884;98.854178;377.778;28.6667;7.12001;3.38514;0.102913;378;27;0;143;1;0.367513;-0.543716;-3.2485;0.321748;-0.538499;-3.16883;2.43293;0.241302;-1.78224;4.98232;-0.438998;-44.7281;0.0237826;
8885;98.865305;374.25;25.75;7.37738;3.19154;0.0761563;374;27;0;144;1;0.378612;-0.508762;-3.14681;0.347251;-0.53227;-3.17968;2.29774;0.533955;-0.807826;1.52879;2.4083;-20.6789;0.0216403;
8886;98.876431;371;25;7.27273;2.25676;0.105134;370;24;0;145;1;0.406414;-0.511913;-3.19513;0.370529;-0.522438;-3.18617;2.26752;0.550665;-0.856039;-2.38584;6.99002;-3.61893;0.0155222;
8887;98.887558;367.6;22.8;7.33438;2.52313;0.0474692;367;23;0;146;1;0.426187;-0.495481;-3.17711;0.394681;-0.514968;-3.19189;2.19246;0.675686;-0.56018;-2.79908;5.55861;4.69886;0.0172084;
8888;98.898684;364;22;7.3661;1.12838;0.157051;364;21;0;147;1;0.448798;-0.488956;-3.16662;0.415003;-0.501278;-3.17142;2.14101;0.715977;-0.246245;-6.55906;10.6654;34.5123;0.00766265;
8889;98.909810;361.6;19.2;7.29141;2.52313;0.0995529;360;20;0;148;1;0.469861;-0.478438;-3.21037;0.437815;-0.493697;-3.18731;2.08812;0.761882;-0.586651;-4.70977;5.12115;4.96908;0.0173098;
8890;98.920937;359;17;7.26383;2.25676;0.070921;358;17;0;149;1;0.48955;-0.468008;-3.23148;0.458599;-0.48272;-3.1964;2.02562;0.80323;-0.894466;-5.43508;5.67468;-0.863402;0.0155412;
8891;98.932063;357.2;15.6;7.31007;2.52313;0.124094;355;15;0;150;1;0.498771;-0.457304;-3.21668;0.476745;-0.473176;-3.20629;1.84713;0.840579;-0.73792;-7.75943;3.705;-3.993;0.0172657;
8892;98.943190;354;13;7.44211;2.76395;0.00781006;354;13;0;151;1;0.51143;-0.435064;-3.1699;0.492403;-0.459703;-3.20711;1.68288;1.00376;-0.0427543;-10.2938;6.46623;4.57302;0.018578;
8893;98.954316;353;11;7.32969;2.25676;0.116435;351;11;0;152;1;0.526099;-0.430704;-3.22655;0.506462;-0.44777;-3.21116;1.56852;0.993147;-0.399519;-11.6752;5.19634;4.20544;0.0154015;
8894;98.965443;351.333;8.66667;7.19726;1.95441;0.0983934;350;9;0;153;1;0.547363;-0.425521;-3.29547;0.520915;-0.437148;-3.22715;1.56494;0.921503;-1.28599;-10.3513;2.65768;-8.79539;0.0135835;
8895;98.976569;350;6;6.97211;2.52313;0.0631034;349;6;0;154;1;0.574605;-0.423797;-3.41315;0.539874;-0.428771;-3.27627;1.67616;0.794119;-2.83746;-3.84151;-1.04385;-47.1744;0.0181026;
8896;98.987695;348;2;7.07059;3.38514;0.102818;348;3;0;155;1;0.580751;-0.39502;-3.38228;0.557204;-0.41876;-3.32936;1.57879;0.970085;-2.76274;-2.33888;-0.756551;-61.1155;0.0239488;
8897;98.998823;348.667;0.666667;7.21991;1.95441;0.171998;346;0;0;156;1;0.564121;-0.379383;-3.31776;0.56671;-0.40593;-3.35217;1.14655;1.09831;-1.63996;-9.48061;2.36285;-27.8732;0.0135409;
8898;99.009949;346;0.5;7.39068;2.25676;0.0637214;347;0;0;157;1;0.569136;-0.369705;-3.24177;0.572153;-0.391976;-3.33874;0.879156;1.12216;-0.0955692;-15.4082;4.50835;26.745;0.0152745;
8899;99.021075;346;0.5;7.39068;2.25676;0.0637214;344;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8900;99.032202;346;0.5;7.39068;2.25676;0.0637214;343;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8901;99.043328;346;0.5;7.39068;2.25676;0.0637214;341;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8902;99.054454;346;0.5;7.39068;2.25676;0.0637214;340;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8903;99.065581;346;0.5;7.39068;2.25676;0.0637214;340;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8904;99.076708;346;0.5;7.39068;2.25676;0.0637214;339;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8905;99.087834;346;0.5;7.39068;2.25676;0.0637214;338;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8906;99.098961;346;0.5;7.39068;2.25676;0.0637214;338;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8907;99.110087;346;0.5;7.39068;2.25676;0.0637214;338;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8908;99.121213;346;0.5;7.39068;2.25676;0.0637214;-1;-1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;
8909;99.132340;-1;-1;-1;-1;-1;-1;-1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;
